bpm,trend_cap_pct
3.2,0.16104581501273116
3.3,0.16104581501273116
3.4,0.16104581501273116
3.5,0.1610458150127498
3.6,0.16745273702123092
3.7,0.16745273702123092
3.8,0.16745273702123092
3.9,0.16745273702123928
4.0,0.17026212387078243
4.1,0.17478723845649669
4.2,0.1774184538280388
4.3,0.1774184538280388
4.4,0.1774184538280388
4.5,0.1774184538280959
4.6,0.1961081579528096
4.7,0.19610815795286443
4.8,0.21389931440690968
4.9,0.21389931440690968
5.0,0.21389931440690968
5.1,0.21389931440695661
5.2,0.22882272876541795
5.3,0.22882272876541795
5.4,0.22882272876541795
5.5,0.22882272876541795
5.6,0.22882272876541795
5.7,0.22882272876541795
5.8,0.22882272876541795
5.9,0.2288227287654204
6.0,0.2295762262151176
6.1,0.2295762262151176
6.2,0.2295762262151715
6.3,0.24593351907168617
6.4,0.24593351907168617
6.5,0.24593351907168617
6.6,0.24593351907168617
6.7,0.24593351907168617
6.8,0.24593351907168617
6.9,0.24593351907168617
7.0,0.24593351907168617
7.1,0.24593351907168617
7.2,0.24593351907168617
7.3,0.24593351907168617
7.4,0.24593351907178132
7.5,0.27340503589782683
7.6,0.27340503589782683
7.7,0.27340503589782683
7.8,0.27340503589782683
7.9,0.27340503589782683
8.0,0.27340503589782683
8.1,0.27340503589782683
8.2,0.27340503589782683
8.3,0.2734050358978272
8.4,0.27351582952543846
8.5,0.27351582952543846
8.6,0.27351582952543846
8.7,0.27351582952543846
8.8,0.27351582952543846
8.9,0.27351582952543846
9.0,0.27351582952543846
9.1,0.27351582952543846
9.2,0.27351582952545617
9.3,0.2782695849674369
9.4,0.2782695849674369
9.5,0.2782695849674369
9.6,0.2782695849674369
9.7,0.2782695849674369
9.8,0.2782695849674369
9.9,0.2782695849674369
10.0,0.2782695849674369
10.1,0.2782695849674369
10.2,0.2782695849674369
10.3,0.2782695849674369
10.4,0.2782695849674369
10.5,0.2782695849674369
10.6,0.2782695849674369
10.7,0.2782695849674369
10.8,0.2782695849674369
10.9,0.2782695849674369
11.0,0.2782695849674369
11.1,0.2782695849674369
11.2,0.2782695849674369
11.3,0.2782695849674369
11.4,0.2782695849674369
11.5,0.2782695849674369
11.6,0.2782695849674369
11.7,0.2782695849674369
11.8,0.2782695849674369
11.9,0.2782695849674369
12.0,0.2782695849674369
12.1,0.2782695849674369
12.2,0.2782695849674369
12.3,0.2782695849674369
12.4,0.2782695849674369
12.5,0.2782695849674369
12.6,0.2782695849674369
12.7,0.2782695849674369
12.8,0.2782695849674369
12.9,0.2782695849674369
13.0,0.27826958496747856
13.1,0.2880295649786478
13.2,0.2977895449898848
13.3,0.3233205550644629
13.4,0.3233205550644629
13.5,0.3233205550644629
13.6,0.3233205550644629
13.7,0.3233205550644924
13.8,0.3300765504875476
13.9,0.3368325459106028
14.0,0.34358854133365796
14.1,0.3503445367567132
14.2,0.35710053217973836
14.3,0.35710053217973836
14.4,0.35710053217973836
14.5,0.35710053217973836
14.6,0.35710053217973836
14.7,0.35710053217973836
14.8,0.35710053217973836
14.9,0.35710053217973836
15.0,0.35710053217973836
